ae train,ae test,ae mel,ae perc,ae kld,beta,lr
1.816045,1.8193035,0.09956652,0.58528876,1.558601,0.06666666666666667,3.150905752576001e-07
1.8206383,1.8246006,0.09991129,0.58607244,1.5465229,0.06833333333333334,3.150905752576001e-07
1.825476,1.8297747,0.10023145,0.58700174,1.5341854,0.07,3.150905752576001e-07
1.8299086,1.8327719,0.10055722,0.58776355,1.5224215,0.07166666666666667,3.150905752576001e-07
1.8342124,1.8393116,0.100881726,0.588489,1.5107118,0.07333333333333333,3.150905752576001e-07
1.8391304,1.8421715,0.10120957,0.58946294,1.499322,0.075,3.150905752576001e-07
1.8437507,1.8487467,0.10155183,0.5903014,1.488491,0.07666666666666667,3.150905752576001e-07
1.8485183,1.8507718,0.10187091,0.5912403,1.4775338,0.07833333333333334,3.150905752576001e-07
1.8529592,1.8548828,0.102203585,0.59203976,1.4668856,0.08000000000000002,3.150905752576001e-07
1.8575622,1.8625076,0.102533504,0.59291095,1.4565437,0.08166666666666668,3.150905752576001e-07
1.8620329,1.8633002,0.10285148,0.5937514,1.4463112,0.08333333333333333,3.150905752576001e-07
1.8662763,1.8727163,0.10317591,0.59450454,1.4361793,0.085,3.150905752576001e-07
1.871126,1.8740827,0.10351154,0.5954865,1.4265116,0.08666666666666667,3.150905752576001e-07
1.875289,1.8772559,0.1038293,0.59623045,1.4166738,0.08833333333333335,3.150905752576001e-07
1.8798771,1.8834983,0.10415274,0.59713596,1.4072828,0.09000000000000001,3.150905752576001e-07
1.8839396,1.8924518,0.10447288,0.5978483,1.3978546,0.09166666666666666,3.150905752576001e-07
1.8888012,1.8913721,0.10480815,0.59885716,1.3889786,0.09333333333333334,3.150905752576001e-07
1.8926908,1.8951199,0.105112284,0.59953123,1.3798095,0.095,3.150905752576001e-07
1.8973486,1.9010813,0.105447076,0.6004854,1.3708674,0.09666666666666668,3.150905752576001e-07
1.9019501,1.9042645,0.10579163,0.6013822,1.3628695,0.09833333333333334,3.150905752576001e-07
1.9055773,1.9110453,0.10609962,0.6019741,1.3539312,0.1,3.150905752576001e-07
1.9066197,1.9086127,0.10615292,0.60239464,1.3525095,0.1,3.150905752576001e-07
1.9061562,1.9078314,0.10618944,0.6022105,1.3515633,0.1,3.150905752576001e-07
1.9064893,1.9094874,0.106222935,0.6023471,1.3506427,0.1,3.150905752576001e-07
1.9068923,1.9126385,0.10624272,0.6025147,1.3499877,0.1,3.150905752576001e-07
1.9067744,1.9124738,0.10626107,0.60247827,1.349259,0.1,3.150905752576001e-07
1.9070027,1.9099268,0.10628786,0.6025691,1.3486044,0.1,3.150905752576001e-07
1.9069072,1.9105395,0.10629251,0.6025527,1.3479421,0.1,3.150905752576001e-07
1.9069979,1.908363,0.106301665,0.602605,1.3473123,0.1,3.150905752576001e-07
1.9071014,1.9098568,0.10632248,0.60263777,1.3470082,0.1,3.150905752576001e-07
1.9071512,1.9089893,0.10633453,0.602661,1.3466237,0.1,3.150905752576001e-07
1.9071791,1.9082786,0.10633158,0.6027045,1.3458886,0.1,3.150905752576001e-07
1.9070733,1.9099964,0.10634786,0.6026625,1.345472,0.1,3.150905752576001e-07
1.9073974,1.9066007,0.10635181,0.6028148,1.3448102,0.1,3.150905752576001e-07
1.9070129,1.9115442,0.10636614,0.6026653,1.3443449,0.1,3.150905752576001e-07
1.9073638,1.9099694,0.10637081,0.6028119,1.3440694,0.1,3.150905752576001e-07
1.9075221,1.9098405,0.10638304,0.6028764,1.343733,0.1,3.150905752576001e-07
1.9075704,1.9112927,0.10640386,0.6028727,1.3437903,0.1,3.150905752576001e-07
